170453,TOCACHI,17D10,2028,96,21
170454,TUPIGACHI,17D10,6290,43,145
170551,COTOGCHOA,17D11,4384,36,122
170552,RUMIPAMBA,17D11,657,42,16
170750,SAN MIGUEL DE LOS BANCOS,17D12,10708,587,18
170751,MINDO,17D12,2953,269,11
170850,PEDRO VICENTE MALDONADO,17D12,15475,619,25
170950,PUERTO QUITO,17D12,25067,696,36
180150,AMBATO,18D02,188338,47,4006
180151,AMBATILLO,18D01,5281,13,413
180155,HUACHI GRANDE,18D02,15782,14,1115
180156,IZAMBA,18D01,22218,29,754
180157,JUAN BENIGNO VELA,18D02,7523,36,207
180158,MONTALVO,18D02,5254,317,17
180159,PASA,18D01,4238,48,88
180165,SANTA ROSA,18D02,61493,142,434
180166,TOTORAS,18D02,9674,8,1263
180167,CUNCHIBAMBA,18D01,5546,20,276
180168,UNAMUNCHO,18D01,6141,15,398
180254,ULBA,18D03,2833,95,30
180350,CEVALLOS,18D06,10433,19,556
180450,MOCHA,18D06,5820,79,73
180550,PATATE,18D04,8743,79,110
180650,QUERO,18D06,14431,94,153
180750,PELILEO,18D04,28073,58,487
180758,SALASACA,18D04,6288,13,503
180857,SAN MIGUELITO,18D05,5146,22,233
180950,TISALEO,18D06,12676,48,262
190150,ZAMORA,19D01,17950,395,45
190151,CUMBARATZA,19D01,3617,150,24
190152,GUADALUPE,19D01,3477,253,14
190155,SABANILLA,19D01,8021,320,25
190156,TIMBARA,19D01,1705,306,6
190158,SAN CARLOS DE LAS MINAS,19D01,1942,149,13
190250,ZUMBA,19D03,7984,425,19
190251,CHITO,19D03,1499,309,5
190350,GUAYZIMI,19D02,3158,117,27
190553,LOS ENCUENTROS,19D04,4132,475,9
190650,EL PANGUI,19D04,8336,155,54
190651,EL GUISME,19D04,1621,94,17
190652,PACHICUTZA,19D04,1724,128,13
190653,TUNDAYME,19D04,1087,255,4
190750,ZUMBI,19D02,5192,165,31
190753,PANGUINTZA,19D02,1704,45,38
190851,EL PORVENIR DEL CARMEN,19D03,1558,529,3
190852,SAN FRANCISCO DEL VERGEL,19D03,1603,247,6
190950,PAQUISHA,19D02,2253,166,14
190952,NUEVO QUITO,19D02,2044,116,18
200150,PUERTO BAQUERIZO MORENO,20D01,7290,3,248
200151,EL PROGRESO,20D01,1388,154,9
200250,PUERTO VILLAMIL,20D01,2755,2,1755
200350,PUERTO AYORA,20D01,12737,3,4407
200351,BELLAVISTA,20D01,5047,52,97
200352,SANTA ROSA,20D01,61493,142,434
210150,NUEVA LOJA,21D02,65791,217,303
210152,DURENO,21D02,3149,246,13
210155,EL ENO,21D02,6918,439,16
210156,PACAYACU,21D02,8428,884,10
210158,SANTA CECILIA,21D02,8669,239,36
210251,EL REVENTADOR,21D01,1068,986,1
210252,GONZALO PIZARRO,21D01,3545,243,15
210351,PALMA ROJA,21D03,1085,601,2
210450,SHUSHUFINDI,21D04,30747,487,63
210451,LIMONCOCHA,21D04,6857,542,13
210452,PAÑACOCHA,21D04,746,609,1
210455,SIETE DE JULIO,21D04,4349,120,36
210650,EL DORADO DE CASCALES,21D01,3801,713,5
210652,SEVILLA,21D01,630,21,30
210750,TARAPOA,21D03,6739,1109,6
210752,AGUAS NEGRAS,21D03,1678,489,3
220151,DAYUMA,22D02,7253,1238,6
220153,ALEJANDRO LABAKA,22D02,1559,982,2
220154,EL DORADO,22D02,3279,136,24
220158,LA BELLEZA,22D02,5168,608,8
220161,SAN LUIS DE ARMENIA,22D02,2496,313,8
220252,CONONACO,22D03,708,7124,0
